id,organization,rating_category,rating_content_descriptions
96592,1,4,"[33, 2]"
96596,5,26,
96598,5,23,[69]
96599,5,25,
96602,3,15,"[61, 65]"
96604,3,15,[61]
96614,2,9,[50]
96615,3,13,
96616,4,19,
96617,7,35,
96620,4,22,
96621,6,32,[75]
96652,2,11,[50]
96653,4,20,
96654,7,36,
96690,6,30,"[77, 82, 84]"
96715,3,14,"[60, 61, 65]"
96718,3,14,"[60, 61, 65]"
96734,3,14,"[59, 61, 65]"
96739,3,16,[61]
96745,3,15,[60]
96749,2,11,[50]
96757,3,13,
96762,3,13,
96784,3,13,
96786,3,13,
96790,3,14,[65]
96797,3,13,
96807,3,13,
96810,3,13,
96817,3,13,
96819,3,13,
96826,3,13,
96838,3,13,
96840,3,13,
96850,3,13,
96851,4,19,
96852,7,35,
96855,7,34,
96861,3,13,
96885,5,26,"[71, 70, 69]"
96891,5,26,"[69, 72]"
96904,3,14,[61]
96905,3,16,[61]
96909,3,13,
96911,3,15,"[61, 62]"
96912,3,14,[65]
96920,3,13,
96924,3,13,
96927,3,14,"[61, 65]"
96945,3,13,
96946,3,13,
96951,3,13,
96953,3,13,
96958,3,14,"[60, 61]"
96959,3,13,
96961,3,13,
96962,3,13,
96963,3,14,"[61, 65]"
96971,3,13,
96987,3,14,[60]
96988,3,13,
96991,3,14,"[61, 60]"
96994,3,14,[61]
97005,3,14,[61]
97006,3,14,"[60, 61]"
97008,3,14,[60]
97010,3,13,
97011,3,14,"[60, 61, 65, 67]"
97020,5,26,
97040,5,23,
97042,5,23,
97046,5,23,
97053,5,25,[69]
97056,5,25,[72]
97057,5,23,[70]
97069,5,25,[72]
97071,5,23,[70]
97074,5,25,[69]
97082,5,23,
97084,5,25,[72]
97087,5,23,
97093,5,23,
97101,5,23,
97102,5,23,
97104,5,24,[69]
97106,5,24,[71]
97109,5,24,"[69, 68]"
97111,5,26,[69]
97119,5,23,[69]
97123,5,25,[72]
97128,5,23,
97129,5,25,[69]
97130,5,23,
97133,5,25,[72]
97135,5,23,
97137,5,23,
97138,5,23,[70]
97142,5,25,[72]
97146,5,23,
97147,5,23,
97150,5,24,[69]
97153,5,25,[69]
97159,5,23,[69]
97160,5,23,
97162,5,24,[69]
97163,5,24,[69]
97168,5,23,[70]
97169,5,25,[72]
97170,3,16,[61]
97175,3,15,"[60, 61]"
97182,3,13,
97183,3,17,[67]
97185,3,14,"[61, 67]"
97196,3,13,
97197,3,13,
97200,3,13,
97216,3,14,"[60, 61, 65, 67]"
97217,3,13,
97218,3,13,
97219,3,14,[61]
97239,3,14,[60]
97259,3,13,
97262,3,15,"[61, 65]"
97287,1,5,"[29, 2, 31]"
97290,3,16,"[61, 65]"
97293,3,13,
97296,3,13,
97307,3,13,
97310,3,15,
97314,5,24,
97315,5,23,
97318,5,26,
97319,3,13,
97320,3,13,
97323,3,13,
97324,3,13,
97330,3,13,
97331,3,13,
97335,1,4,"[9, 32, 1, 38, 24, 26]"
97338,3,14,[61]
97349,1,3,[47]
97350,3,16,"[65, 61]"
97351,1,5,"[3, 9, 36, 29]"
97353,3,13,
97355,3,14,"[61, 65]"
97361,3,15,"[61, 65, 66]"
97365,3,13,
97372,3,14,"[60, 61, 65]"
97374,3,14,[60]
97380,3,13,
97382,3,14,"[61, 65]"
97394,3,13,
97396,3,16,"[61, 63]"
97412,3,13,
97440,5,23,
97442,5,23,
97445,5,25,[72]
97455,3,13,
97466,3,13,
97470,3,13,
97486,3,13,
97490,3,13,
97494,3,13,
97497,3,13,
97502,3,13,
97505,2,8,
97507,7,34,
97510,3,13,
97523,3,13,
97524,6,30,[75]
97536,3,15,[61]
97552,3,14,[61]
97555,3,15,"[61, 65]"
97558,3,14,[65]
97560,3,13,
97562,3,13,
97569,1,6,
97579,3,14,[65]
97580,3,13,
97583,3,13,
97585,3,13,
97586,3,13,
97588,3,13,
97589,3,13,
97590,3,13,
97591,3,13,
97592,3,13,
97593,3,13,
97597,3,13,
97599,3,13,
97605,3,13,
97606,3,14,[65]
97607,3,13,
97608,3,13,
97609,3,15,[60]
97615,3,14,[65]
97617,3,13,
97618,3,13,
97621,3,14,"[60, 61, 65]"
97622,3,13,
97623,3,13,
97624,3,13,
97625,3,15,"[61, 65]"
97634,3,13,
97637,3,13,
97640,3,14,[60]
97649,3,13,
97655,3,14,"[60, 61]"
97666,3,13,
97668,3,13,
97672,3,16,[60]
97681,3,16,[61]
97682,3,13,
97693,3,14,"[60, 65]"
97703,3,14,"[59, 61, 65, 67]"
97708,3,15,"[60, 61, 65]"
97710,3,14,"[61, 65]"
97729,3,13,
97734,3,13,
97737,3,16,[65]
97753,3,13,
97754,3,14,[65]
97758,3,13,
97760,3,13,
97761,3,14,"[61, 65]"
97770,3,14,[60]
97775,3,13,
97777,3,15,[61]
97780,3,14,"[61, 65]"
97781,3,15,"[60, 65]"
97853,3,14,
97860,3,17,"[65, 61]"
97861,3,13,
97867,5,25,[72]
97870,5,23,[70]
97877,5,26,"[71, 73, 72, 69]"
97880,5,26,[74]
97891,5,23,
97896,1,5,
97897,2,10,
97898,3,14,
97910,2,9,
97924,3,15,"[65, 61]"
97940,3,13,
97947,3,14,"[65, 67]"
97950,3,13,
97954,3,13,
97956,3,16,[61]
97962,3,13,
97977,3,13,
97984,3,14,[61]
98000,3,14,[65]
98002,3,13,
98003,3,14,[60]
98004,3,13,
98014,3,13,
98017,3,14,[61]
98019,3,13,
98031,3,15,[61]
98038,3,15,"[61, 65]"
98047,3,14,"[60, 61]"
98057,3,14,[61]
98064,3,13,
98075,3,14,"[60, 61]"
98076,3,14,[60]
98095,3,14,[65]
98097,3,14,[61]
98098,3,14,[65]
98099,3,13,
98106,3,13,
98109,3,13,
98117,3,13,
98120,3,13,
98121,3,13,
98125,3,13,
98126,3,13,
98127,3,13,
98128,3,13,
98129,3,13,
98136,3,13,
98137,3,13,
98138,3,13,
98139,3,13,
98140,3,13,
98144,3,13,
98147,3,13,
98148,3,15,"[61, 65]"
98150,3,14,"[61, 65]"
98151,3,14,"[61, 65]"
98152,3,14,[61]
98153,3,14,"[67, 65]"
98154,3,14,[61]
98155,3,13,
98160,3,13,
98162,3,14,[61]
98178,3,15,[60]
98184,3,14,[61]
98188,3,15,[61]
98210,3,15,[61]
98214,3,14,"[61, 65]"
98215,3,13,
98227,3,13,
98240,3,14,[61]
98242,3,14,[61]
98243,3,14,[60]
98265,3,13,
98269,3,16,[61]
98274,3,15,[60]
98288,3,14,"[60, 61, 65]"
98290,3,15,[65]
98296,3,14,"[60, 61]"
98301,3,14,[61]
98304,3,16,[61]
98305,3,13,
98306,3,14,[61]
98307,3,13,
98313,3,15,[61]
98320,3,15,[60]
98325,3,14,"[61, 60, 65]"
98327,3,13,
98331,3,14,"[60, 61, 66]"
98332,3,13,
98335,3,14,[61]
98338,3,14,[61]
98340,3,15,"[60, 65]"
98341,3,14,"[61, 65]"
98354,3,13,
98358,3,14,"[61, 67, 62]"
98359,3,13,
98364,3,15,[61]
98370,3,14,"[60, 61, 65, 66]"
98378,3,14,"[61, 65]"
98389,3,14,"[60, 61]"
98396,2,12,"[50, 55]"
98397,4,22,
98398,5,26,"[71, 72, 69]"
98399,7,37,
98406,2,12,"[50, 55]"
98407,3,17,[61]
98408,4,22,
98409,6,33,"[76, 82, 84]"
98410,7,38,
98412,4,21,
98413,6,31,
98422,1,6,
98423,2,12,
98424,7,37,
98426,2,12,
98427,7,37,
98429,2,12,
98430,7,37,
98450,4,18,
98451,7,34,
98452,2,8,
98453,4,18,
98454,7,34,
98466,4,21,
98467,6,33,"[82, 77, 76]"
98489,2,11,[52]
98490,2,11,"[10, 50]"
98491,2,10,[50]
98492,2,10,[50]
98503,3,13,
98513,3,13,
98519,3,13,
98531,3,13,
98541,3,13,
98542,3,13,
98543,3,13,
98544,3,13,
98581,3,13,
98589,3,15,[60]
98600,3,15,[61]
98609,3,14,[65]
98640,3,13,
98641,3,14,[61]
98652,3,15,[61]
98653,3,13,
98657,3,13,
98660,3,15,"[60, 65]"
98661,3,13,
98664,3,13,
98668,3,13,
98669,3,14,[61]
98670,3,14,[65]
98675,3,14,"[59, 61, 65]"
98676,3,13,
98677,3,13,
98679,3,13,
98682,3,14,[61]
98685,3,13,
98686,3,14,"[60, 67]"
98690,3,13,
98693,3,13,
98700,3,15,[61]
98706,3,13,
98714,1,4,
98715,1,4,"[33, 11]"
98717,1,6,"[18, 4, 10, 34, 21, 13, 29, 11, 7, 3, 27]"
98720,1,6,"[15, 3, 18, 11, 29]"
98721,1,4,"[29, 1, 36, 25, 9, 31, 33]"
98722,1,4,[9]
98725,3,13,
98727,3,13,
98728,3,13,
98729,3,13,
98739,3,14,"[61, 65]"
98765,3,13,
98776,1,4,
98777,2,10,
98778,3,13,
98782,1,4,
98783,2,10,
98784,3,13,
98785,1,4,
98786,2,10,
98787,3,13,
98832,3,14,[61]
98835,3,14,[61]
98836,3,14,[61]
98844,3,14,"[61, 65]"
98858,3,14,"[65, 60]"
98859,3,14,[65]
98860,3,14,"[60, 61]"
98861,3,13,
98862,3,13,
98864,3,14,"[60, 61]"
98867,3,13,
98870,3,13,
98871,1,3,[33]
98872,3,13,
98873,3,13,
98874,3,13,
98875,3,13,
98878,3,14,"[61, 65]"
98887,3,15,[61]
98891,3,15,"[65, 64]"
98892,3,14,"[60, 61]"
98894,3,16,"[66, 61]"
98918,3,16,[61]
98925,3,13,
98934,3,15,[61]
98942,3,14,"[60, 61]"
98946,3,15,"[60, 61]"
98948,3,15,[61]
98950,3,15,[61]
98951,3,15,[61]
98952,3,14,[61]
98966,3,14,[66]
98967,3,14,"[62, 65, 67]"
98968,3,14,[60]
99011,3,13,
99018,3,15,[65]
99027,3,14,
99031,3,13,
99063,3,13,
99065,3,13,
99067,3,17,"[61, 65]"
99086,3,13,
99094,3,14,"[65, 61]"
99122,2,12,"[50, 55]"
99123,1,4,
99124,2,9,
99125,3,14,
99126,1,4,
99127,2,9,
99128,3,14,
99132,3,14,
99133,3,13,
99134,3,13,
99171,3,14,"[60, 61]"
99172,3,14,[61]
99176,3,14,"[65, 61]"
99207,3,13,
99212,3,13,
99216,3,13,
99217,3,13,
99218,3,13,
99235,3,13,
99244,3,14,"[61, 65]"
99247,3,14,[61]
99248,3,13,
99254,3,14,"[61, 65]"
99262,3,14,[61]
99270,3,14,"[60, 61, 67]"
99271,2,9,
99272,4,19,
99273,7,34,
99291,3,15,[61]
99298,3,13,
99300,3,14,"[60, 61, 65, 67]"
99308,3,14,"[60, 61, 65, 66]"
99309,3,13,
99326,3,14,[60]
99327,3,13,
99329,3,14,[61]
99336,3,13,
99344,3,13,
99350,3,13,
99368,3,13,
99372,3,15,[61]
99373,3,14,"[61, 65, 60]"
99383,3,16,[61]
99385,3,15,[61]
99390,3,15,[61]
99395,1,5,
99396,1,5,
99408,3,14,"[61, 65]"
99410,3,13,
99422,3,14,[61]
99426,3,15,[65]
99429,1,5,"[3, 29]"
99431,3,14,"[61, 65]"
99438,3,14,"[61, 65]"
99439,3,14,"[60, 61, 65]"
99442,3,15,[65]
99444,3,14,"[59, 60, 61, 65]"
99450,3,13,
99451,3,13,
99452,3,13,
99454,3,13,
99456,3,13,
99458,3,13,
99459,3,16,"[65, 61, 67]"
99460,3,14,"[60, 61]"
99466,3,16,"[61, 65]"
99468,3,14,[65]
99490,3,14,"[60, 65]"
99491,3,13,
99496,3,13,
99498,3,13,
99499,3,13,
99500,3,13,
99515,3,14,[61]
99516,3,14,[61]
99528,3,13,
99530,3,13,
99538,3,13,
99542,3,14,"[60, 61, 62, 59]"
99544,3,13,
99546,3,14,[61]
99550,3,13,
99552,3,13,
99553,3,13,
99554,3,13,
99581,3,13,
99592,3,13,
99600,3,14,[61]
99602,3,16,"[61, 65]"
99604,3,14,[60]
99605,3,15,"[59, 60]"
99614,3,14,[61]
99618,3,13,
99624,3,13,
99629,3,13,
99642,3,13,
99644,3,14,[61]
99645,3,13,
99646,3,13,
99648,3,13,
99650,3,15,"[61, 65, 67]"
99652,3,13,
99653,3,13,
99654,3,14,"[59, 60, 61]"
99682,3,13,
99690,3,13,
99691,3,14,[61]
99694,3,13,
99706,3,14,[61]
99707,3,13,
99717,3,14,"[60, 61]"
99721,3,13,
99728,3,13,
99729,3,13,
99733,3,14,"[65, 67]"
99736,3,13,
99747,3,13,
99754,2,12,"[50, 52, 55, 58]"
99758,3,14,"[60, 61]"
99761,3,16,"[66, 60]"
99776,3,15,[61]
99778,3,13,
99779,3,13,
99819,3,14,"[60, 65]"
99831,3,13,
99834,3,13,
99836,3,15,"[61, 65]"
99851,3,13,
99852,3,14,[60]
99860,3,13,
99864,3,13,
99872,1,5,
99873,7,36,
99877,1,5,
99878,7,36,
99879,3,13,
99881,3,14,[65]
99882,3,13,
99891,3,13,
99894,3,13,
99896,3,13,
99899,3,13,
99909,3,13,
99912,3,13,
99925,3,14,[60]
99931,3,14,[61]
99941,3,14,[61]
99947,3,15,[65]
99950,3,14,"[61, 65, 60]"
99957,3,14,"[60, 61]"
99967,3,14,[61]
99968,3,13,
99971,3,13,
99973,3,14,"[61, 60, 65, 67, 59]"
99981,3,13,
99999,3,14,[61]
100004,3,13,
100019,3,14,
100030,3,13,
100058,3,13,
100101,3,13,
100144,3,14,[65]
100150,3,13,
100158,3,14,[60]
100176,3,14,"[61, 65, 60]"
100179,3,13,
100184,3,15,"[60, 65]"
100185,3,16,"[65, 67]"
100194,3,15,[61]
100208,3,13,
100230,3,15,[60]
100279,2,11,"[58, 50]"
100280,3,15,[61]
100281,3,15,"[61, 65, 60]"
100287,4,19,
100288,5,23,
100289,7,34,
100303,2,12,"[50, 55]"
100349,2,11,
100354,1,6,
100355,2,11,
100356,3,15,
100386,2,10,"[50, 55]"
100387,2,12,[50]
100388,2,10,
100389,1,6,
100390,1,6,
100425,4,19,
100426,7,34,
100448,1,5,"[29, 3]"
100481,1,6,"[29, 3]"
100542,2,10,[55]
100550,1,1,
100553,1,3,
100556,1,5,"[15, 27, 33, 36, 38]"
100608,3,14,
100642,2,9,
100700,2,11,[50]
100701,3,14,
100702,2,11,[50]
100714,2,10,[50]
100721,1,3,
100723,3,17,[61]
100733,3,13,
100735,3,13,
100827,3,13,
100881,2,11,
100892,2,10,
100902,2,10,
100928,2,10,
100949,2,11,"[50, 52, 55, 58]"
100951,1,6,"[15, 17, 3, 21, 29, 28, 8, 44, 34]"
100969,2,11,[50]
100979,3,14,"[60, 61]"
101003,1,4,"[26, 6, 47]"
101054,1,5,"[3, 9]"
101068,1,5,[9]
101081,1,5,"[3, 29, 4]"
101085,1,5,"[1, 32, 3, 28, 29, 36]"
101103,2,9,"[53, 50]"
101117,2,10,
101271,2,11,"[50, 58]"
101272,2,11,[50]
101273,1,6,"[4, 21, 29]"
101275,1,5,"[3, 24, 29]"
101298,2,11,
101310,1,6,"[29, 11, 3]"
101327,1,6,"[4, 29]"
101330,1,6,"[13, 28, 24, 2, 7, 8]"
101357,1,4,"[32, 30]"
101358,5,25,[69]
101361,2,10,[50]
101369,5,26,
101371,2,8,
101373,5,26,"[71, 72, 70, 69]"
101375,3,16,"[61, 65]"
101383,5,25,[69]
101385,5,23,[69]
101403,5,25,[72]
101414,5,25,"[69, 72]"
101415,5,25,"[69, 72]"
101416,5,23,
101422,5,25,[72]
101426,5,26,
101429,3,15,[60]
101433,3,15,[60]
101434,3,17,[61]
101436,3,13,
101442,3,15,[60]
101444,3,17,[61]
101446,3,15,[60]
101455,3,17,[61]
101465,3,14,[61]
101472,5,23,
101473,5,24,"[69, 70]"
101478,5,25,[72]
101481,5,25,[72]
101485,5,26,"[71, 69]"
101489,5,24,[69]
101491,5,23,[70]
101492,5,24,[69]
101503,5,23,"[69, 70]"
101504,5,23,"[69, 70]"
101506,5,24,[71]
101512,5,23,
101522,5,26,
101545,5,25,[72]
101555,5,24,"[69, 71]"
101561,5,25,[71]
101564,5,23,
101577,5,25,[69]
101586,5,23,
101593,5,24,"[72, 74, 69]"
101598,5,24,
101599,5,25,"[72, 69]"
101602,5,23,
101603,5,25,"[68, 72, 71]"
101616,5,23,
101640,5,23,
101643,5,26,"[72, 70, 69]"
101649,5,26,[69]
101667,5,25,"[69, 72]"
101678,5,26,
101682,5,25,"[68, 72]"
101686,5,25,[68]
101688,5,23,
101690,5,23,
101691,5,23,
101692,5,23,
101694,5,23,
101697,5,26,"[70, 71, 69]"
101698,5,23,[69]
101706,5,23,
101708,2,11,[52]
101709,1,3,
101712,5,26,[72]
101716,1,6,
101717,2,12,
101718,3,17,
101719,7,37,
101720,1,6,
101721,2,12,
101722,3,17,
101723,7,37,
101754,2,12,"[50, 55]"
101761,2,11,"[50, 58]"
101773,5,25,
101778,2,10,"[50, 55]"
101782,2,9,
101783,3,14,
101791,1,5,"[6, 42, 33]"
101805,2,11,[50]
101811,2,8,
101859,2,12,"[50, 55]"
101860,1,5,
101861,2,10,
101862,7,36,
101865,2,10,"[50, 55]"
101887,3,16,[61]
101911,3,13,
101914,3,13,
101915,3,14,"[60, 65]"
101921,5,23,[69]
101929,3,17,"[65, 61]"
101932,5,25,"[68, 69, 72]"
101934,3,13,
101940,5,25,"[68, 69]"
101946,5,26,"[71, 69]"
101947,1,5,"[3, 29, 11]"
101952,5,26,"[69, 74]"
101971,5,25,[72]
101973,5,23,
101990,5,24,[69]
102006,3,17,[61]
102016,3,14,"[60, 61]"
102032,3,16,[61]
102033,3,16,[61]
102034,3,16,[61]
102037,3,13,
102046,1,5,"[3, 28, 29]"
102052,1,5,"[28, 29, 11]"
102053,1,3,
102055,1,3,
102075,3,14,[61]
102080,3,15,"[61, 67]"
102090,3,16,
102098,3,13,
102100,3,15,
102114,3,16,"[61, 65]"
102116,3,14,"[61, 65]"
102124,1,6,"[4, 10, 21, 24, 27]"
102141,3,15,"[65, 63]"
102145,1,3,[1]
102146,3,13,
102159,1,5,"[29, 3]"
102181,4,19,
102189,4,19,
102195,1,5,"[3, 29]"
102196,2,10,
102209,2,11,[50]
102228,7,37,
102230,2,12,
102231,5,26,"[68, 69, 71, 72, 73]"
102232,1,6,"[15, 18, 4, 10, 34, 21, 29]"
102241,3,13,
102248,5,25,[72]
102251,5,24,"[73, 72, 69]"
102253,5,23,
102256,5,23,[70]
102258,5,24,
102264,5,23,[70]
102295,5,23,
102296,5,24,[68]
102311,1,3,
102312,4,19,
102340,3,16,"[61, 65]"
102347,2,10,
102352,5,25,[72]
102365,5,26,"[71, 74, 69]"
102423,5,26,"[69, 71]"
102431,5,25,[69]
102446,5,24,"[68, 69]"
102448,5,24,"[69, 70]"
102452,5,25,"[69, 71]"
102453,1,6,"[44, 3, 33, 21]"
102456,5,25,"[69, 71]"
102457,1,6,"[3, 44, 33, 21]"
102462,2,8,
102463,5,23,[69]
102470,5,25,[69]
102476,5,25,[69]
102497,5,26,
102498,2,12,
102499,5,26,
102500,1,6,
102562,2,8,
102581,2,8,
102582,2,9,
102601,2,8,
102610,2,11,
102636,5,23,
102643,5,26,
102654,5,24,[69]
102657,5,25,[69]
102671,1,5,"[8, 3, 42, 9, 11, 44]"
102709,2,10,
102722,2,12,
102726,5,23,[70]
102727,5,24,[71]
102736,2,12,
102737,5,26,"[68, 74, 69, 71, 72, 73]"
102738,1,6,"[10, 14, 34, 21, 3, 23, 11, 26, 8, 1, 17, 4, 49, 7]"
102741,2,12,
102742,5,26,"[71, 72, 73, 74, 69]"
102743,5,24,[69]
102744,1,4,"[11, 24, 8, 33]"
102748,3,16,
102749,5,26,[69]
102761,1,6,"[18, 4, 10, 21]"
102766,5,26,
102777,5,26,
102779,5,26,"[69, 71]"
102782,5,26,"[69, 71]"
102784,5,26,[69]
102785,5,24,"[69, 71]"
102794,5,26,"[69, 74, 71]"
102800,5,26,[69]
102801,1,6,"[29, 4]"
102810,5,26,"[72, 69, 68, 73]"
102822,5,23,"[71, 69, 70, 72, 73, 74, 68]"
102828,2,10,
102829,4,20,
102848,5,25,[69]
102886,1,6,"[29, 21]"
102908,5,26,"[69, 68, 72, 73]"
102916,3,13,
102917,5,23,[69]
102926,7,34,
102927,1,3,
102928,7,37,
102936,2,10,[50]
102951,7,36,
102957,5,25,"[69, 71]"
102963,5,23,[69]
102975,5,23,[69]
102985,5,24,"[69, 70, 71, 73]"
103013,5,25,[69]
103033,1,6,"[4, 29]"
103038,5,26,[69]
103054,5,24,"[69, 72]"
103056,5,23,
103066,2,12,"[50, 55]"
103071,5,24,[69]
103094,1,4,"[28, 26, 45, 33]"
103141,5,23,
103159,5,26,"[69, 71]"
103162,5,25,"[69, 71, 72]"
103163,5,24,"[74, 68, 69, 70, 71, 72, 73]"
103164,5,26,"[69, 71]"
103169,7,37,
103188,5,24,"[68, 69, 70, 71, 73]"
103208,5,24,"[69, 70]"
103219,5,25,[69]
103226,7,37,
103233,5,26,"[69, 71, 72]"
103235,5,23,"[69, 70]"
103239,5,25,[69]
103254,5,24,"[71, 69]"
103261,5,26,"[69, 71, 73, 70]"
103278,5,26,"[69, 71]"
103283,5,23,
103299,5,25,[69]
103337,5,25,"[69, 74, 73]"
103348,2,10,[50]
103349,5,24,[69]
103350,5,25,"[69, 71, 72]"
103359,5,24,[69]
103376,7,37,
103378,2,12,
103379,5,26,"[71, 68, 69, 72, 73]"
103400,5,23,
103419,7,37,
103422,5,26,"[69, 72, 73, 71]"
103424,5,26,[69]
103425,5,26,"[69, 71]"
103427,1,6,"[29, 3, 21]"
103428,2,12,
103437,5,25,"[68, 69, 70, 71]"
103438,5,26,[69]
103439,5,23,
103444,5,25,[69]
103447,5,26,[69]
103473,5,23,
103474,5,25,[69]
103495,5,24,[69]
103511,5,25,"[68, 69, 70, 71, 72, 73]"
103515,5,23,[69]
103528,7,35,
103539,5,23,
103540,2,12,
103547,5,24,[69]
103548,1,5,"[9, 8]"
103555,5,23,[69]
103556,5,26,"[72, 68, 69, 70, 71, 73, 74]"
103648,5,23,"[69, 70]"
103668,5,24,[69]
103672,2,9,
103673,5,25,[69]
103679,5,26,"[69, 71]"
103685,5,24,[69]
103692,2,12,
103693,5,26,"[69, 71, 73]"
103701,2,12,
103702,5,26,"[69, 71]"
103703,5,23,"[69, 72, 70]"
103708,5,23,
103711,7,36,
103728,3,13,
103733,3,14,
103740,2,11,
103741,3,16,
103742,7,38,
103744,1,6,"[29, 4]"
103750,1,5,[29]
103760,1,3,[47]
103804,2,8,
103866,2,10,"[50, 55, 57]"
103867,3,14,"[60, 61, 67]"
103868,7,36,
103877,5,23,
103887,7,34,
103888,2,10,
103889,5,24,"[74, 69]"
103906,5,24,[71]
103957,1,5,"[3, 29]"
103971,2,10,
103990,5,23,
103994,5,26,"[69, 71, 72]"
103999,5,26,"[69, 71]"
104009,5,24,"[68, 69, 71, 72]"
104011,5,26,"[71, 72, 69]"
104016,5,23,
104020,5,25,"[68, 72]"
104021,5,23,
104023,5,26,"[71, 72, 69]"
104030,5,26,"[71, 73, 72, 69]"
104031,5,23,
104033,5,26,"[71, 72, 70, 69]"
104043,5,23,"[69, 70]"
104058,2,11,"[51, 55]"
104059,3,15,"[60, 61]"
104060,7,37,
104070,2,10,"[50, 55]"
104071,3,14,"[60, 61]"
104072,4,20,
104073,5,24,[69]
104074,7,36,
104080,1,3,[47]
104097,5,24,"[69, 71]"
104119,2,12,
104120,5,26,"[71, 72, 74, 73, 69]"
104124,7,35,
104131,5,24,"[69, 68, 72]"
104132,5,23,[69]
104155,3,17,"[65, 61]"
104157,3,17,"[61, 65]"
104164,5,26,
104166,5,23,
104182,5,25,"[68, 69]"
104229,5,26,
104237,5,25,[69]
104240,5,25,"[69, 72]"
104241,5,23,
104253,5,26,[69]
104254,5,24,"[69, 70]"
104267,2,12,[50]
104268,3,16,"[59, 60, 61, 65]"
104269,4,21,
104270,7,37,
104278,2,10,[55]
104279,4,20,
104280,6,30,"[75, 84]"
104281,7,35,
104286,2,10,"[51, 55]"
104287,5,24,[68]
104288,7,36,
104290,2,11,"[51, 55]"
104291,3,16,"[60, 63]"
104292,6,31,"[77, 82, 84]"
104293,7,36,
104306,2,10,[55]
104307,3,14,"[59, 60, 61, 65]"
104324,5,25,
104325,3,17,
104326,2,12,
104327,5,26,[69]
104338,5,26,
104339,5,26,
104348,5,23,[70]
104365,1,6,"[4, 10, 18, 21]"
104415,2,12,
104416,5,26,"[69, 71, 72, 73, 74]"
104445,5,23,
104467,5,25,[69]
104529,1,6,"[14, 17, 26, 8, 21, 10, 4]"
104536,1,6,"[14, 17, 26, 21, 10, 4, 8]"
104556,5,23,
104602,5,25,[69]
104605,5,26,"[69, 74]"
104762,5,25,"[68, 70, 71, 72, 69]"
104773,7,35,
104775,5,23,
104776,1,5,"[29, 3, 24]"
104814,5,23,
104860,5,26,"[71, 69]"
104865,1,5,"[21, 29, 1, 32]"
104866,5,23,
104929,1,6,"[14, 34, 13, 21, 10, 4, 27, 26, 23]"
104943,2,12,
104944,5,26,
104949,5,24,"[68, 69, 70, 71, 72]"
104973,5,24,
104989,3,13,
104990,5,25,[74]
104991,7,36,
104992,6,32,[75]
104993,6,32,"[75, 77]"
104994,6,29,"[82, 75]"
104995,6,29,"[75, 82]"
105003,6,33,"[76, 81, 84]"
105014,4,22,
105015,6,32,[75]
105025,6,28,
105029,3,13,
105041,1,4,"[7, 32, 9]"
105047,1,3,
105049,5,23,"[69, 70]"
105051,5,23,
105095,2,8,
105100,2,9,
105105,5,24,"[69, 71]"
105106,7,36,
105107,1,5,"[11, 33, 36]"
105135,5,24,[69]
105139,6,33,"[76, 84]"
105141,5,26,"[69, 70, 71]"
105159,5,26,"[71, 69]"
105180,3,15,"[61, 65]"
105194,3,15,"[60, 61]"
105200,3,16,[60]
105206,2,9,
105229,1,5,"[9, 38]"
105248,6,28,
105249,3,13,
105250,4,18,
105251,6,28,
105252,7,34,
105258,6,32,[75]
105259,4,20,
105260,6,31,[75]
105261,6,29,[75]
105262,7,35,
105263,6,29,[75]
105264,7,35,
105265,6,29,[75]
105266,7,36,
105267,6,29,[75]
105268,7,35,
105269,4,18,
105271,7,34,
105274,7,36,
105289,5,25,[72]
105296,3,15,[61]
105308,2,11,"[51, 55]"
105309,4,20,
105310,5,26,[68]
105311,7,37,
105317,3,13,
105355,2,12,[50]
105356,7,37,
105360,2,9,
105363,2,10,"[51, 55]"
105378,3,16,[60]
105379,4,21,
105380,7,37,
105418,2,11,
105443,3,14,[60]
105444,4,19,
105445,5,24,[69]
105446,6,30,"[82, 75]"
105447,7,36,
105449,2,9,
105466,2,9,
105467,3,13,
105468,4,19,
105469,6,28,
105470,7,35,
105475,2,10,[50]
105476,3,14,[60]
105477,4,20,
105478,7,36,
105480,2,10,"[50, 55]"
105481,3,14,[60]
105482,4,19,
105484,6,30,"[75, 77]"
105485,7,38,
105488,4,21,
105489,6,32,"[75, 84]"
105490,7,37,
105491,6,32,"[75, 77, 84]"
105492,4,21,
105493,6,32,"[75, 84]"
105494,7,37,
105495,4,21,
105496,6,32,[75]
105497,7,37,
105498,4,21,
105499,6,32,[75]
105500,7,37,
105505,4,22,
105506,6,33,"[76, 77, 81]"
105507,7,37,
105508,7,35,
105509,6,33,"[75, 84]"
105511,3,13,
105512,4,19,
105518,2,11,[51]
105519,3,16,[60]
105520,4,21,
105521,6,32,"[77, 75]"
105522,7,38,
105532,4,22,
105533,7,37,
105534,5,26,[69]
105535,6,31,"[82, 75]"
105536,7,36,
105537,4,20,
105539,7,36,
105547,1,5,"[4, 7, 24, 26, 29, 33, 32]"
105549,2,12,[50]
105573,3,16,"[60, 61, 59]"
105586,3,14,"[60, 61, 65]"
105593,3,14,[61]
105594,4,20,
105595,7,35,
105608,2,12,"[55, 50, 52]"
105609,4,20,
105610,6,33,"[75, 77, 81]"
105612,3,17,"[61, 65]"
105613,7,38,
